SearchLocation,SearchKeyword,Url,Featured,BusinessName,PhoneNumber,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,taCount,taRating,WebsiteURL,OpenHours,tripAdvisorID,Categories,PrimaryCategory,Email,Images,PriceRange,Latitude,Longitude,paymentAccepted,generalInfo,socialLinks,Good For Family,Good for Kid,yearInBusiness,Amenities
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/supercuts-473617366,No,Supercuts,(214) 324-2889,9440 Garland Rd Ste 194,Dallas,TX,75218,US,,,http://www.supercuts.com,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1100-1800', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2000', 'SATURDAY': '0800-1900'}",,Hair Stylists > Barbers > Beauty Salons > Beauty Supplies & Equipment > Hair Supplies & Accessories,Hair Stylists,,https://i4.ypcdn.com/blob/b91f3f2c6a378bd0859cc621a6f0054eaeb104d7_228x168_crop.jpg,,32.832993,-96.70283,"android pay, apple pay, amex, cash, debit, discover, master card, visa","Supercuts has a conveniently located hair salon at 9440 Garland Rd Ste 194 in Dallas, TX. We offer a variety of services from consistent men's haircuts & women's haircuts, to color services, all at an affordable price. At Supercuts, our stylists are some of the best trained in the business. They will listen to you and can recommend the haircut and professional hair care products to help keep your style looking fresh. All those needing women's, kid's, or men's haircuts in Dallas, TX will feel welcome at Supercuts.",,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/regis-salons-527619044,No,Regis Salons,(214) 324-2889,9440 Garland Rd,Dallas,TX,75218,US,,,https://www.bgsalons.com,,,Hair Stylists,Hair Stylists,,https://i4.ypcdn.com/blob/88d86f483cfb1d357913eae18302852dc72b2d53_228x168_crop.jpg,,32.832993,-96.70283,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/curl-city-unisex-455898944,No,Curl City Unisex,(214) 372-5565,3939 S Polk St Ste 111,Dallas,TX,75224,US,,,,,,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.69591,-96.84029,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/irving-tx/mip/sally-beauty-supply-3121867,No,Sally Beauty Supply,(972) 659-1155,2203 N Story Rd,Irving,TX,75062,US,,,https://stores.sallybeauty.com/tx/irving/beauty-supply-irving-tx-217.html,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1000-1900', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2100', 'SATURDAY': '0900-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i4.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.838444,-96.97675,"amex, debit, discover, master card, paypal, visa","Sally Beauty at 2203 N Story Rd in Irving, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/balch-springs-tx/mip/sally-beauty-supply-467471625,No,Sally Beauty Supply,(972) 286-3738,12250 Lake June Rd,Balch Springs,TX,75180,US,,,https://stores.sallybeauty.com/tx/balchsprings/beauty-supply-balchsprings-tx-476.html,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '1000-1900', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2100', 'SATURDAY': '0900-2100'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i3.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.73391,-96.61603,"amex, debit, discover, master card, paypal, visa","Sally Beauty at 12250 Lake June Rd in Balch Springs, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/richardson-tx/mip/sally-beauty-supply-575388402,No,Sally Beauty Supply,(972) 235-3085,1461 W Campbell Rd,Richardson,TX,75080,US,,,https://stores.sallybeauty.com/tx/richardson/beauty-supply-richardson-tx-384.html,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1100-1800', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2100', 'SATURDAY': '1000-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i1.ypcdn.com/blob/3451df21304960dbbb8bd0012e581f6295dfa0c3_228x168_crop.jpg,,32.978065,-96.76756,"amex, discover, debit, master card, paypal, visa","Sally Beauty at 1461 W Campbell Rd in Richardson, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/richardson-tx/mip/salon-fx-3243383,No,Salon FX,(214) 476-7213,445 Walnut St,Richardson,TX,75081,US,,,http://www.txsalonfx.com,"{'WEDNESDAY': '1000-1900', 'MONDAY': '', 'THURSDAY': '', 'SUNDAY': '', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1800', 'SATURDAY': '0800-1500'}",,Beauty Salons > Barbers > Cosmetologists > Hair Stylists > Massage Services > Massage Therapists,Beauty Salons,,"https://i4.ypcdn.com/blob/56abd37565b61600ee751c3e43725ae699c96633_228x168_crop.jpg, https://i3.ypcdn.com/blob/682df271f0c4a03c4fb4f9ce708a002a74972886_228x168_crop.jpg, https://i4.ypcdn.com/blob/b8ef8202d42a18fad7fac1893fd080ad9bc96cbd_228x168_crop.jpg",,32.925564,-96.732376,"visa, check, debit, discover, master card, amex, cash",,,,,,Wheelchair accessible
"Dallas, TX",cosmetologist,https://www.yellowpages.com/irving-tx/mip/something-special-styling-sln-481120790,No,Something Special Styling Sln,(972) 252-7718,2117 W Airport Fwy Ste 30,Irving,TX,75062,US,,,http://www.somethingspecialstylingsalon.com,"{'WEDNESDAY': '0900-2200', 'MONDAY': '0900-2200', 'THURSDAY': '0900-2200', 'SUNDAY': '', 'TUESDAY': '0900-2200', 'FRIDAY': '0900-2200', 'SATURDAY': '0800-1700'}",,Hair Braiding > Beauty Salons > Cosmetologists > Hair Stylists > Hair Weaving,Hair Braiding,johnspt689@gmail.com,"https://i1.ypcdn.com/blob/80adcedcf09a59258d6f9b12fd8f9a5fbd884fe5_228x168_crop.jpg, https://i3.ypcdn.com/blob/54205305d7fb8527d5bf231d58963a9e26d13131_228x168_crop.jpg, https://i4.ypcdn.com/blob/f820803d5f51626f00f86774f28a6fd8fa3609b6_228x168_crop.jpg, https://i3.ypcdn.com/blob/6db00f7b7cca530d3d50d34089fb3f1dc5d10d77_228x168_crop.jpg, https://i4.ypcdn.com/blob/d374fcd0554c23be6e47570b8eb2ac5f28cee7de_228x168_crop.jpg",,32.83773,-96.97306,"visa, master card, debit, cash",,,,,35 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/garland-tx/mip/sally-beauty-supply-30080382,No,Sally Beauty Supply,(972) 840-4922,1007 Northwest Hwy,Garland,TX,75041,US,,,https://stores.sallybeauty.com/tx/garland/beauty-supply-garland-tx-3931.html,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1100-1800', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i4.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.862286,-96.6434,"visa, amex, debit, discover, master card, paypal","Sally Beauty at 1007 Northwest Hwy in Garland, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/irving-tx/mip/keratin-complex-smoothing-therapy-by-coppola-495811284,No,Keratin Complex Smoothing Therapy by Coppola,(816) 714-6152,319 Las Colinas Blvd E,Irving,TX,75039,US,,,,"{'WEDNESDAY': '0000-0000', 'MONDAY': '0000-0000', 'THURSDAY': '0000-0000', 'SUNDAY': '0700-0800', 'TUESDAY': '0000-0000', 'FRIDAY': '0000-0000', 'SATURDAY': '0700-2000'}",,Beauty Salon Equipment & Supplies > Colors & Pigments > Cosmetologists > Hair Stylists > Hair Weaving,Beauty Salon Equipment & Supplies,kingkmk44@yahoo.com,"https://i1.ypcdn.com/blob/e3ddf003948e114d40901e9f34b923a2a8f92f89_228x168_crop.jpg, https://i4.ypcdn.com/blob/8e4dfc0ff5d80eca9b81e41ff6007a1c1eefbf00_228x168_crop.jpg, https://i4.ypcdn.com/blob/8e911667b83ee9a15b7da817d34bf5a92e70b4ee_228x168_crop.jpg, https://i2.ypcdn.com/blob/6e3e41ced719f19fab25abf5df57900fef22cfc9_228x168_crop.jpg, https://i1.ypcdn.com/blob/835dd9121f9b61ca415669a4a1e13d3df0a0a90f_228x168_crop.jpg, https://i2.ypcdn.com/blob/06544ed618d7d53e788131e33852c03402f9dcae_228x168_crop.jpg",,32.864704,-96.936134,"visa, master card, debit","Karla's Salon is a upscale salon with an professional atmosphere, who only books one customer at a time.",,,,28 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/irving-tx/mip/nuevo-look-hair-salon-537288275,No,Nuevo Look Hair Salon,(972) 790-4790,1419 W Shady Grove Rd,Irving,TX,75060,US,,,http://nuevo-look-hair-salon-tx.hub.biz,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Beauty Salons > Cosmetologists,Beauty Salons,,,,32.801395,-96.96266,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/mesquite-tx/mip/sara-beauty-supply-16012081,No,Sara Beauty Supply,(972) 270-4087,4402 Gus Thomasson Rd,Mesquite,TX,75150,US,,,http://www.sallybeauty.com,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1200-1900', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i2.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.822693,-96.64479,"amex, discover, mastercard, visa",,,,,18 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/mesquite-tx/mip/sally-beauty-supply-1379518,No,Sally Beauty Supply,(972) 681-3756,3600 Gus Thomasson Rd,Mesquite,TX,75150,US,,,,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1200-1700', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i1.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.813503,-96.634735,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/frisco-tx/mip/salon-m-eldorado-3939784,No,Salon M Eldorado,(469) 362-7060,5000 Eldorado Pkwy,Frisco,TX,75033,US,,,,,,Cosmetologists > Barbers > Beauty Salons > Day Spas,Cosmetologists,,,,33.1753,-96.84256,"visa, amex, discover, check",Upscale Full Service Bumble and bumble Network Salon.,,,,17 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/frisco-tx/mip/beseated-salon-512990691,No,BeSEATED SALON,(469) 544-5671,15922 Eldorado Pkwy Ste 100,Frisco,TX,75035,US,,,,,,Cosmetologists > Beauty Salons > Hair Stylists > Hair Weaving,Cosmetologists,,,,33.174515,-96.73562,,,,,,10 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/watauga-tx/mip/super-threading-salon-495384128,No,super threading salon,(972) 674-0205,6101 watauga rd  c,watauga,TX,76148,US,,,http://superthreadingsalon.com,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '1200-1800', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Cosmetologists > Beauty Salons > Hair Stylists > Make-Up Artists > Skin Care,Cosmetologists,stssalon@gmail.com,,,32.86095,-97.25052,"amex, discover, cash, master card, visa",,,,,12 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/frisco-tx/mip/jamie-means-mary-kay-independent-senior-beauty-consultant-18930372,No,Jamie Means - Mary Kay Independent Senior Beauty Consultant,(972) 922-9167,11501 Canoe Rd,Frisco,TX,75035,US,,,,,,Cosmetologists,Cosmetologists,,,,33.14561,-96.779076,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/frisco-tx/mip/makeup-by-lizzy-528081264,No,Makeup by Lizzy,(501) 463-3070,PO Box 1984,Frisco,TX,75034,US,,,,,,Cosmetologists,Cosmetologists,,,,33.1397,-96.8072,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/cheeks-make-up-artistry-472305693,No,Cheeks Make Up Artistry,(972) 816-3050,5100 W Sublett Rd Ste 629,Arlington,TX,76001,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '0000-0000', 'THURSDAY': '1000-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Cosmetologists > Beauty Salons > Cosmetics & Perfumes > Make-Up Artists,Cosmetologists,shauntavia@cheeksmakeupartistry.com,,,32.646057,-97.186806,"debit, paypal, cash, all major credit cards",,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/frisco-tx/mip/cosmetology-519380784,No,Cosmetology,(469) 631-2251,11720 Cotswold dr,Frisco,TX,75035,US,,,,,,Cosmetologists,Cosmetologists,,,,33.133713,-96.77728,,,,,,10 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/a-estilista-profesional-22781411,No,a+ Estilista Profesional,(682) 552-4670,5904 Spring Hill Ct,Arlington,TX,76016,US,,,,"{'WEDNESDAY': '1000-2100', 'MONDAY': '1000-2100', 'THURSDAY': '1000-2100', 'SUNDAY': '1000-2100', 'TUESDAY': '1000-2100', 'FRIDAY': '1000-2100', 'SATURDAY': '1000-2100'}",,Cosmetologists > Barbers > Beauty Salons > Hair Removal > Permanent Make-Up,Cosmetologists,lucycarraz@yahoo.com,,,32.680466,-97.1993,cash only,buen servicio y satisfaccion garantizada.,,,,33 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/debs-hair-studio-474652349,No,Debs Hair Studio,(817) 881-9390,4200 W Green Oaks Blvd # 160,Arlington,TX,76016,US,,,,"{'WEDNESDAY': '0900-1500', 'MONDAY': '0000-0000', 'THURSDAY': '1000-2000', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-1600', 'FRIDAY': '0900-1700', 'SATURDAY': '0900-1700'}",,Cosmetologists > Beauty Salons > Hair Stylists > Make-Up Artists,Cosmetologists,,,,32.68114,-97.19661,"check, paypal",experienced hairstylist in South Arlington,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-by-taylor-webb-486975241,No,Hair By Taylor Webb,(469) 684-7373,Dallas 75228,Dallas,TX,75228,US,,,,,,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.8213,-96.681,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/jorges-barbershop-556876431,No,Jorges Barbershop,(469) 328-3128,9723 Rustown Dr,Dallas,TX,75228,US,,,,,,Hair Stylists > Barbers,Hair Stylists,,,,32.82084,-96.67777,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/plano-tx/mip/flutters-fruition-561252429,No,Flutters Fruition,(469) 545-1843,2901 Ridgeview Dr Apt 714,Plano,TX,75025,US,,,,,,Cosmetologists,Cosmetologists,,,,33.112316,-96.74865,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/frisco-tx/mip/robin-lennon-hair-design-481375476,No,Robin Lennon Hair Design,(903) 819-4035,3411 Preston Rd Ste 2,Frisco,TX,75034,US,,,,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '0900-2100', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2100', 'SATURDAY': '0900-2100'}",,Cosmetologists > Beauty Salons > Hair Stylists > Wigs & Hair Pieces,Cosmetologists,roblen26@msn.com,,,33.107544,-96.80597,"debit, check, cash, all major credit cards",,,,,13 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/hurst-tx/mip/shear-perfect-529542553,No,Shear perfect,(817) 726-2462,714 Grapevine Hwy Suite 8,Hurst,TX,76054,US,,,https://www.facebook.com/Sh3ar-Perfect-272923929707184,,,Cosmetologists > Beauty Salons > Color Consultants > Hair Stylists,Cosmetologists,,"https://i3.ypcdn.com/blob/4ab65621be0c828fc80fe6817621852f6fc6166a_228x168_crop.jpg, https://i2.ypcdn.com/blob/70de80301ca50517e97bc7f4197e94966ef93239_228x168_crop.jpg, https://i2.ypcdn.com/blob/0f1ea612913665f48d04af3e94677675f0cd7e83_228x168_crop.jpg, https://i4.ypcdn.com/blob/a5c62904fdfd9536edeb318ecc31c9805871619e_228x168_crop.jpg",,32.86018,-97.18094,"all major credit cards, visa, discover, mastercard",,,,,9 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/shantel-j-makeup-artistry-503776590,No,Shantel J Makeup Artistry,(817) 500-7824,3803 Sandybrook Dr,Arlington,TX,76001,US,,,,,,Cosmetologists,Cosmetologists,,,,32.644993,-97.16774,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/plano-tx/mip/robbs-hair-designs-1695102,No,Robb's Hair Designs,(214) 718-3405,8308 Preston Rd,Plano,TX,75024,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '0000-0000', 'THURSDAY': '1000-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '0000-0000', 'FRIDAY': '1000-1800', 'SATURDAY': '1000-1600'}",,Cosmetologists > Beauty Salons > Hair Stylists,Cosmetologists,robb@robbshairdesigns.com,,,33.09139,-96.8053,"visa, master card, amex, discover","A great hair designer is equal parts artist, intuitive and psychologist. That's what you should expect at Robb's Hair Designs in Frisco, TX.  The consummate perfectionist and total cosmetologist, Robb's training began at Ogle School of Hair Design in Dallas.  For the past 20 years, Robb has cultivated his superior hairstyling and coloring techniques attending extensive training seminars from Goldwell, Matrix, Redken and working as an educator at beauty conferences throughout the U.S.",,,,24 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/styles-by-karida-502938056,No,Styles by Karida,(817) 437-2839,4017 Hamilton Cir,Arlington,TX,76013,US,,,http://www.styleseat.com/karidajones,"{'WEDNESDAY': '1200-1700', 'MONDAY': '0000-0000', 'THURSDAY': '0900-1800', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-1800', 'FRIDAY': '0830-1900', 'SATURDAY': '0700-1500'}",,Cosmetologists > Hair Removal > Hair Stylists > Hair Weaving > Make-Up Artists,Cosmetologists,karida83@gmail.com,,,32.71018,-97.16954,"visa, master card, discover, debit, paypal, cash, jcb",,,,,11 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/southlake-tx/mip/lighting-outlet-more-30011152,No,Lighting Outlet & More,(817) 416-8822,1619 E Southlake Blvd,Southlake,TX,76092,US,,,,,,Cosmetologists,Cosmetologists,,,,32.940754,-97.12612,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/forney-tx/mip/bells-vows-an-kisses-540979461,No,Bells Vows An Kisses,(214) 563-3271,1121 Somerset Cir,Forney,TX,75126,US,,,,,,Cosmetologists,Cosmetologists,,,,32.77287,-96.42341,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/deez-cutz-stylez-503611601,No,Deez Cutz & Stylez,(469) 298-9692,4864 S Buckner Blvd,Dallas,TX,75227,US,,,,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1030-1700', 'TUESDAY': '', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Hair Stylists > Barbers > Beauty Salons,Hair Stylists,sneakydee695@yahoo.com,,,32.78151,-96.682365,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/colleyville-tx/mip/rumor-has-it-hair-salon-525226185,No,Rumor Has It  Hair Salon,(817) 807-8646,4709 Colleyville Blvd,Colleyville,TX,76034,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Cosmetologists > Beauty Salons > Hair Stylists,Cosmetologists,,"https://i1.ypcdn.com/blob/880a4212026e5c448d190641c59f0ff4def471cf_228x168_crop.jpg, https://i2.ypcdn.com/blob/4d9c244feccd6787890f65757f03cfc7d0dd3e21_228x168_crop.jpg, https://i4.ypcdn.com/blob/7a59572c090752d40565b50a9b2db0c6153df850_228x168_crop.jpg, https://i3.ypcdn.com/blob/b7b3a257cb8f8761362da5fbc9a992473f86d6a9_228x168_crop.jpg, https://i4.ypcdn.com/blob/207b4ba9a0bc11d82eed4b08b064e17d5239d52b_228x168_crop.jpg, https://i4.ypcdn.com/blob/a4ddf75f53e17257529965fb4d1ccbc6314a4874_228x168_crop.jpg",,32.87845,-97.158165,"visa, discover, mastercard, all major credit cards, check, debit, amex","I specialized in colors, foiling in hi lites, low lights, Coppola Keratin Complex treatment, blow outs, ladies and mens hair cuts, balayage, ombre', sombre and flamboyage hair color techniques, wedding, prom, beauty pageant updos, styles and childrens cuts.",,,,9 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/great-clips-460364065,No,Great Clips,(214) 654-0055,4343 W Northwest Hwy Ste 354,Dallas,TX,75220,US,,,https://salons.greatclips.com/us/tx/dallas/4343-w-northwest-hwy,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1000-1800', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-1900'}",,Hair Stylists > Barbers > Beauty Salons > Hair Supplies & Accessories,Hair Stylists,,https://i2.ypcdn.com/blob/ab1e47899e51b37e8e5f4f50f13458806db2e2e3_228x168_crop.jpg,,32.864063,-96.83617,"master card, visa","Great Clips in Dallas, TX provides convenient, affordable haircuts for men, women, and kids. The skilled hair stylists and barbers at Great Clips 4343 W Northwest Hwy offer a wide range of services, including haircuts, beard trims, bang trims, and shampooing. Weíre open evenings and weekends to fit your schedule, and no appointment is neededówalk in anytime or use Online Check-In to save your spot on the waitlist.  
 
With our Clip Notes, we save your haircut details to ensure a consistent and personalized haircut experience, every time, at every Great Clips salon. Whether you're visiting for a quick trim or a fresh new look, weíre here to make your day great. Stop by and experience friendly service right here in Dallas, TX!",,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/supercuts-473800793,No,Supercuts,(214) 258-5827,6464 E Northwest Hwy Ste 314,Dallas,TX,75214,US,,,https://www.supercuts.com/locations/nearme/haircut/tx/dallas/6464-e-northwest-hwy-ste-314/8208,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1000-1800', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-1800'}",,Hair Stylists > Barbers > Beauty Salons > Beauty Supplies & Equipment > Hair Supplies & Accessories,Hair Stylists,,"https://i4.ypcdn.com/blob/f5d015d16165a8f2390f080178e70b91173ae5a4_228x168_crop.jpg, https://i2.ypcdn.com/blob/b91f3f2c6a378bd0859cc621a6f0054eaeb104d7_228x168_crop.jpg",,32.857574,-96.75154,"debit, amex, cash, discover, master card, visa, android pay, apple pay","Supercuts has a conveniently located hair salon at 6464 E Northwest Hwy Ste 314 in Dallas, TX. We offer a variety of services from consistent men's haircuts & women's haircuts, to color services, all at an affordable price. At Supercuts, our stylists are some of the best trained in the business. They will listen to you and can recommend the haircut and professional hair care products to help keep your style looking fresh. All those needing women's, kid's, or men's haircuts in Dallas, TX will feel welcome at Supercuts.",,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/charmon-unisex-salon-472857928,No,Charmon Unisex Salon,(214) 372-0900,4130 S Lancaster Rd,Dallas,TX,75216,US,,,,,,Hair Stylists,Hair Stylists,,,,32.699074,-96.79534,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/toni-and-guy-hair-salon-458476307,No,Toni and Guy Hair Salon,(214) 696-3825,8611 Hillcrest Ave,Dallas,TX,75225,US,,,http://www.toniguy.com,,,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.86643,-96.78698,,,,,,,
