model,product_name,author,text,rating,date_added
740100,2019 Forever U.S. Flag Stamps Coil,Richar J.Smith,Exactly as described. I would buy it again. Great service.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Linda Stephens,"I like having plenty of stamps on hand, and these fit the bill.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Linda Osteen roxy jc,"As you can see, I’ve already used one of these. The packaging was excellent, it came in a box with several other items and it wasn’t bent or damaged or anything! Great value!",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Nancy m raynaud,Was happy with my stamps cuz I didn’t feel like going to the post office,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Candace Mathews,Liked the wide variety of stamps to choose from Came on time. Were exactly as pictured. I love them. Will order again. How convenient!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Tamara jones,"mailing letters, sending sympathy cards; anniversary cards, paying bills.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Annie Hendry,"They were good quality, arrived quickly.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,V. A. Trammell,"i'm into art, so these are very actritive",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,NKB,Good price,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Mary J. Hopkins Kathleen Henderson,"Adorable stamps, arrived in great condition!",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,UrOldLady,Very attractive and colorful,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Charlotte,Love them. Had fun putting them on envelopes.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Donna Trice,These are cute additions to my mail. Would recommend.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Virginia Phillips-smith,Great and got them on time,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna Newton,Great help for my card ministry,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,K. Mccargo,Super fast shipping!!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna,"I love the product, thank God i was able 2 afford the product",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,J. Marie,"There’s nothing to dislike about these stamps, they stick pretty well! Definitely gonna buy more once I run out",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Paul McDowell Barbara Knighton,Stamps on sale!!! What a deal! Just ordered more!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,BMH,came as described. These also came fast so I didn't have to go to the post office.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Gaston S. Courtney Leopard,2 designs. Normal price for stamps,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,JOYCE ARMSTRONG,"Loved these stamps was really sad I lost them, they look great, are patriotic, and hold up well in mail system.",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,em,Adhesion good and worth the money as pics are beautiful.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Kathleen J. Hennigan,Great looking stamps,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Thomas Smogonovich,delicate - petite almost; colorful and definitely a Christmas message! They are all used up now! My recipients will LOVE these holiday stamps!!!,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Lauren Persichetti,I love the convenience of ordering stamps online!!! Avoiding the Post Office lines is a major PLUS!!,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Cheryl Bednar,Love these stamps!! I always like special stamps for Christmas. They add cheer to cards and bring extra happiness.,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Richard Cregg Megan Fisher,All around good!,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Niasia,"I was pleased to see that I could purchase stamps on line. I am in a wheelchair, and I do not get out often!",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,AprilDumas ReGina Pickens,Great picture,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,K8,Convenient way to get stamps!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Sharion whitlock,"Yup, they're stamps. They stick. Mission accomplished.",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Shirleywerling,Like this product a lot I do recommend this to my family and friends,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Judith B. McElwaine,Great real stamps,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,j,"Very cute to buy, I USD them twice now and I love them",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Cathy S,These forever stamps represent our country in a special way,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Joyce Tourigny,My new patriotic stamp!! A nice change!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Libby e berman alegria rosa,Received as promised and in good condition,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Yolanda clark,"Very happy with these, exactly as depicted and described",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Lori5of7,Good condition and was on time,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,V. West,Like that I got what I ordered. Thanks.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,K.D.,Like everything about these stamps.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Anni,Putting them on our RSVP card for our wedding invitations. Nice touch.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Margaret,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Barbara Moriarta,Great for collecting,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Cathy S,I liked everything...the stamps themselves and the fast delivery.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Joyce Tourigny,"During the pandemic, avoiding a trip to the post office seemed a good idea. The convenience and quick delivery are great.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Libby e berman alegria rosa,"I really like these stamps, probably will save them rather than use unless I order and receive more first.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Mary J. Hopkins Kathleen Henderson,"Adorable stamps, arrived in great condition!",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Larry M Muehl,They are as pretty as their pictures show.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,KHW,Great value for the money,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Rosie,Good product.....forever stamps!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,marje,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Brendon,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Moira Sher,these stamps are very pretty. They came very well packaged with no damage. Glad I purchased them as it was a lot easier than going to the post office.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Rita James,I love that my stamps came in the mail. I use them to mail letters.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,jody,"So glad to be able to buy from home, the post office gives me anxiety! These were beautiful for wedding thank you cards. Will buy again!",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Joe,What a convenient way to purchase forever stamps!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Gwen Shawn Newell,"Loved these stamps was really sad I lost them, they look great, are patriotic, and hold up well in mail system.",5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,sylvian,These stamps came quickly and they're very beautiful and they stick very well,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,TRACI SELLERS,I like to send out cards/pictures for autographs in my spare time and so far I haven’t had any issues getting mail back with them.,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,JANE,Super fast delivery! Gorgeous stamps! Excellent value for your money! Thank you so much,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,prophesybuff,I'm totally pleased with this product!! Beautiful stamps and an excellent value for the money!!,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Carolyn,"I liked this product because it was close to the """"pictures"""" advertised.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,V.Z. White,Perfect for my Easter cards,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Wendy,Neatly packed package.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Shantress wise,Great price,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,66novacoupe,nice additional to my collection,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Tomas DellaMorte,inexpensive and I use it for mailings,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Michele,Perfect! Just wat ordered....,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Viktor,Stamps were well.packaged,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Kimberly Ricardo R.,Great picture,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Kate in AZ,Convenient way to get stamps!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Donna Guin,"Yup, they're stamps. They stick. Mission accomplished.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,V. A. Trammell,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Deartra Poulson,The stamps adhered to the envelops securely. They arrived in a timely manner and can be used for any occasion.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Deb Goodwin,I got these stamps to use for baby shower thank you card’s they are super cute but again they are stamps so nothing special.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,J. Bohannon,"Love this style since I’m an avid letter writer and more than any other time, our world needs love.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Diane S.,Could not be more perfect,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,UrOldLady,Very attractive and colorful,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Charlotte,Love them. Had fun putting them on envelopes.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Donna Trice,These are cute additions to my mail. Would recommend.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Virginia Phillips-smith,Great and got them on time,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Barbara Moriarta,Great for collecting,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Aamna Vawda,Easy and convenient instead of going to the post office!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Nathybelle,Beautiful stamps. Happy with them,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Thrifty,"Nothing was disliked or bad news. I loved the stamps and will order again, for the convenience.",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Mary Gemski,Love these stamps. 2nd time ordered. Great delivery and price.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,amdonna,How do you review a stamp.LOL,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Johnny Franck,Adhesion good and worth the money as pics are beautiful.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Marcie,Great looking stamps,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Carol DeMarco,these stamps are very pretty. They came very well packaged with no damage. Glad I purchased them as it was a lot easier than going to the post office.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Jose,I love that my stamps came in the mail. I use them to mail letters.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,BMH,"So glad to be able to buy from home, the post office gives me anxiety! These were beautiful for wedding thank you cards. Will buy again!",5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Jeffrey B Creech,Liked the price,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Shem,Nothing about this was bad . I loved these sticks to send for mail purposes .,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Kindle Customer Jason,Easy to used,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,jacalyn Werkheiser,Cute stamps,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,john penaloza,I liked the fact that these stamps seemed to reflect the spirit of the holiday season and looked nice on my Christmas cards that I mailed.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Sharen,It all came quickly and in good order. Thank you!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Annette Lacey,"The same stamps as you get at the post office, but at an unbelievable price!",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Sally Daniel D.,Like a design and Price,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,WOODY,Quality on time and with a bonus gift!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,MBR,Love these stamps bought them so I can use them to pay bills etc,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Kindle Customer,"With what's going on these days, and for convenience, I opt to purchase stamps on line. For me, this is a good option.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Sharon K Benton,"They're stamps, they're not holiday themed which is nice.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,ann,Used for my wedding invatations and rsvp cards perfect,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Kathy Alexander,Wedding invitation stamps that are colorful and interesting design,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Marti E. Murphy,I LOVE IT . IM CONSTANTLY MAILING THINGS OUT. AND I RAN OUT OF STAMPS . NOW IM BACK ON POINT. YOU CAN’T BEAT CONVIENCE. AND THE DESIGN IS SO BEAUTIFUL.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,geraldine taylor,Like this product a lot I do recommend this to my family and friends,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,lisa b.,Great real stamps,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Laura Docterman,Perfect! Just wat ordered....,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,judy philipp,It sticks to the envelope well,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Dorothy P. marie Brick,Cute stamps!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Cathy S,I liked everything...the stamps themselves and the fast delivery.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Joyce Tourigny,"During the pandemic, avoiding a trip to the post office seemed a good idea. The convenience and quick delivery are great.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Libby e berman alegria rosa,"I really like these stamps, probably will save them rather than use unless I order and receive more first.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Yolanda clark,Nice detail stamps.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,V.Z. White,There amazing beautiful Stamps,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Jung,Needed them for every day,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Julie Seidelman Veronica V.,They were as advertised! Great,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Maureen S.,So conveniently delivered to my mailbox avoiding having to come into contact with people during these sad dangerous covit-19 times,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Chewy,I enjoyed getting them in the handy little zip lock bag.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,prophesybuff,"Well packed, not waded up!",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Gaston S. Courtney Leopard,What a convenient way to purchase forever stamps!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,JOYCE ARMSTRONG,Fast delivery and pretty design,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,em,These stamps will be used on envelopes,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Kathleen J. Hennigan,I just love this stamp! It’s so beautiful,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Moira Sher,"These are indeed Real, usable current stamps. Thank you!",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Alexandra B Giannini,Fast service and I have trouble getting to the post office so this is great for see,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Lilyla Disavores,Exactly as described. I would buy it again. Great service.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Ronnie Beckman,"I like having plenty of stamps on hand, and these fit the bill.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Jeanette Gamboa,"As you can see, I’ve already used one of these. The packaging was excellent, it came in a box with several other items and it wasn’t bent or damaged or anything! Great value!",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Richar J.Smith,Was happy with my stamps cuz I didn’t feel like going to the post office,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Nellsie,"My fiancé and I did, and they look spectacular!",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Rita James,"i'm into art, so these are very actritive",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,jody,Good price,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Joe,Good condition and was on time,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,sue hepler,Like that I got what I ordered. Thanks.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,joan timchek,Love the sound more than expected,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Verlita Young,"Quality item, quick shipping, great shopping experience.",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Ann,They stick to envelopes when I put them on. Would buy again.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Tyre Alston,AVOIDED GOING TO MY CROWDED POST OFFICE,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Rosa,Fast service;. What I was expecting,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Wendy,Used them on all my holiday cards. They cane in a pertective sleeve. All in great shape. Will buy them again.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Shantress wise,I bought these bc my daughter needed them quickly. They are beautiful!!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,66novacoupe,I really like the stamps and enjoy affixing them upon a envelope.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Tomas DellaMorte,Highly satisfied with this purchase!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Sharen,Quality of the stamp and what it represents.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,J K Lehr,Very good quality,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna Newton,I would definitely buy again,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,K. Mccargo,easy-peasy way of buying postage stamps,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna,GOT THEM FAST AND WILL BUY AGAIN,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,J. Marie,An easy way to get stamps and stationery supplies when leaving home isn't an option.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Rita James,I like this stamp very much. I use it for sending birthday cards to friends and family.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,jody,Arrived on time. Good deal for the time frame I needed arrival.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Joe,Strips are easy to use. Works perfectly for me. Didn’t have to go to the post office to get my stamps as usual.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,em,These stamps will be used on envelopes,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Kathleen J. Hennigan,I just love this stamp! It’s so beautiful,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Linda Stephens,"Very cute to buy, I USD them twice now and I love them",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Linda Osteen roxy jc,The item arrived very quickly and was in great condition Two thumbs up!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Nancy m raynaud,"I want to keep this letter simple and to the point. When used as directed w/ basic letters like to your friend across the state, to send out payments, etc, it works. Just a word of advice, when you are about to send the letter, take it to the post office and ask how many stamps your letter needs. You may need two. It sounds like I don't know much about stamps, which is accurate because I am in my earlier 20s who had to Google, ""How to send a Letter"" in order to actually send one.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,j,"I usually purchase certain style stamps for occasions, however, these caught my eye as I was only browsing for a new set of stamps. I guess I didn't pay attention to the size of the stamps because when they arrived I was shocked and excited to see they're much larger than normal forever stamps, I didn't realize that was a thing. I appreciate these so much they'll probably become my go-to stamps for most occasions.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Cathy S,Neatly packed package.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,AprilDumas,These were exactly what I was looking for. Didn’t want to leave the house for stamps and these were perfect.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,AprilDumas ReGina Pickens,"I'm a cheapskate, so I will buy stamps that are still usable but less cost. These are just what I want",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,K8,Flat sheet of stamps easy to store in an envelope. Overnight delivery was exceptional.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Sharion whitlock,Arrived on time in great condition!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Shirleywerling,I thought it would be on a roll but it works fine.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Rkalday Diane Dooley,Like everything about these stamps.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,sharon widel,Putting them on our RSVP card for our wedding invitations. Nice touch.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Julie W Perry,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Alexandra,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Ellen C.,The stamps adhered to the envelops securely. They arrived in a timely manner and can be used for any occasion.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Annette Lacey,I want more!!!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Dwaine L Belcher,I'm happy I was able too order this.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,L. B. Ross,Nothing to dislike.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Katie R.,Great value and quick delivery,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,DOREEN H,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Paul McDowell Barbara Knighton,The stamps were exactly what i wanted.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Thrifty,These forever stamps represent our country in a special way,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Mary Gemski,My new patriotic stamp!! A nice change!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,amdonna,Received as promised and in good condition,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Jung,"Very happy with these, exactly as depicted and described",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Moira Sher,"These are indeed Real, usable current stamps. Thank you!",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Rita James,I like this stamp very much. I use it for sending birthday cards to friends and family.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,jody,Arrived on time. Good deal for the time frame I needed arrival.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Joe,Strips are easy to use. Works perfectly for me. Didn’t have to go to the post office to get my stamps as usual.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,sue hepler,"good stamps,good value, and good adhesion good artistry",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Joyce Tourigny,Great price,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Libby e berman alegria rosa,nice additional to my collection,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Yolanda clark,inexpensive and I use it for mailings,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,V.Z. White,It all came quickly and in good order. Thank you!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Wendy,"The same stamps as you get at the post office, but at an unbelievable price!",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Tina Fogel,I got these stamps to use for baby shower thank you card’s they are super cute but again they are stamps so nothing special.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Mikey,"Love this style since I’m an avid letter writer and more than any other time, our world needs love.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Samantha Vallecillo,Could not be more perfect,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,nathan blankenship Denise Martin,"With what's going on these days, and for convenience, I opt to purchase stamps on line. For me, this is a good option.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Elaine M. Gartin,"They're stamps, they're not holiday themed which is nice.",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Judith B. McElwaine,These forever stamps represent our country in a special way,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Michele,My new patriotic stamp!! A nice change!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Linda Crabill,Received as promised and in good condition,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Amy Beacha,"Very happy with these, exactly as depicted and described",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Roye L. Reeves,Perfect for my Easter cards,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Julie Seidelman Veronica V.,Perfect for my Easter cards,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Maureen S.,Neatly packed package.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Chewy,Great price,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,prophesybuff,nice additional to my collection,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,KBURKE,They were sticky. My mail got delivered they're stamps,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Honest Review,Very beautiful!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,ETBuyer,These stamps will come in handy for writing notes or letters or cards,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Mary J. Hopkins Kathleen Henderson,So easy to order,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,J K Lehr,inexpensive and I use it for mailings,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,UrOldLady,This was well received as a gift and came with all different stamps. Great purchase. Had a lot of fun going through it all.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Rkalday Diane Dooley,Prompt delivery. Easy to use.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,sharon widel,Stamps were well.packaged,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Julie W Perry,Great picture,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Alexandra,Convenient way to get stamps!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Ellen C.,"Yup, they're stamps. They stick. Mission accomplished.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Shantress wise,Like a design and Price,5,2022-09-13
